violation_id,restaurant_id,inspection_id,violation_type,severity,description,date,corrected,correction_date,days_to_correction
59,900,6390,Sanitation,Critical,Violation description for 59,2024-08-27,0,2025-05-20,266.0
60,36,3118,Equipment Maintenance,Minor,Violation description for 60,2024-09-25,0,,
61,295,4817,Food Temperature,Minor,Violation description for 61,2024-07-05,0,2025-05-02,301.0
62,902,5791,Food Storage,Critical,Violation description for 62,2024-08-21,1,2025-05-14,266.0
63,846,8274,Cross Contamination,Minor,Violation description for 63,2024-09-07,0,,
64,858,4998,Cross Contamination,Critical,Violation description for 64,2024-07-10,1,2025-05-17,311.0
65,728,1147,Pest Control,Minor,Violation description for 65,2025-04-28,0,2025-04-30,2.0
66,616,6644,Documentation,Critical,Violation description for 66,2024-12-04,1,,
67,220,4064,Food Storage,Critical,Violation description for 67,2025-04-30,0,2025-05-06,6.0
68,161,3316,Employee Hygiene,Minor,Violation description for 68,2025-02-17,1,2025-05-27,99.0
69,968,8914,Food Temperature,Minor,Violation description for 69,2024-08-02,0,2025-05-17,288.0
70,9,2199,Documentation,Critical,Violation description for 70,2025-03-22,0,2025-05-29,68.0
71,91,8263,Documentation,Critical,Violation description for 71,2024-09-28,1,2025-05-23,237.0
72,334,9787,Employee Hygiene,Serious,Violation description for 72,2024-12-04,0,,
73,174,2037,Sanitation,Critical,Violation description for 73,2024-07-08,0,2025-05-06,302.0
74,718,7116,Documentation,Critical,Violation description for 74,2024-08-14,0,2025-05-04,263.0
75,808,8074,Equipment Maintenance,Critical,Violation description for 75,2024-06-12,1,2025-05-05,327.0
76,236,633,Cross Contamination,Serious,Violation description for 76,2024-06-20,0,,
77,471,6792,Cross Contamination,Minor,Violation description for 77,2025-03-15,0,2025-04-30,46.0
78,905,6621,Cross Contamination,Critical,Violation description for 78,2024-08-07,1,2025-05-27,293.0
79,565,9450,Food Storage,Minor,Violation description for 79,2024-08-18,1,,
80,293,6698,Documentation,Critical,Violation description for 80,2024-09-28,1,2025-05-13,227.0
81,851,4025,Employee Hygiene,Serious,Violation description for 81,2024-11-21,1,2025-05-29,189.0
82,231,8779,Employee Hygiene,Critical,Violation description for 82,2024-07-13,1,2025-05-19,310.0
83,635,5408,Sanitation,Critical,Violation description for 83,2024-10-27,1,2025-05-19,204.0
84,797,3681,Cross Contamination,Serious,Violation description for 84,2024-09-30,0,2025-05-06,218.0
85,619,6299,Pest Control,Minor,Violation description for 85,2025-03-25,1,2025-05-01,37.0
86,416,8240,Employee Hygiene,Minor,Violation description for 86,2025-05-07,0,,
87,384,2863,Pest Control,Critical,Violation description for 87,2024-11-07,0,2025-05-04,178.0
88,776,8693,Employee Hygiene,Serious,Violation description for 88,2024-07-24,1,,
89,928,6686,Cross Contamination,Critical,Violation description for 89,2025-01-10,1,,
90,74,2813,Documentation,Serious,Violation description for 90,2024-08-01,0,2025-05-01,273.0
91,339,8451,Employee Hygiene,Minor,Violation description for 91,2025-05-04,1,2025-05-11,7.0
92,575,2145,Equipment Maintenance,Serious,Violation description for 92,2024-06-25,0,2025-05-15,324.0
93,600,8519,Food Temperature,Serious,Violation description for 93,2025-01-16,1,2025-05-13,117.0
94,891,2674,Documentation,Minor,Violation description for 94,2025-04-07,1,,
95,54,3631,Cross Contamination,Serious,Violation description for 95,2024-11-15,1,,
96,701,2471,Equipment Maintenance,Minor,Violation description for 96,2024-06-16,1,2025-05-03,321.0
97,928,206,Equipment Maintenance,Minor,Violation description for 97,2025-05-03,1,2025-05-15,12.0
98,761,6046,Employee Hygiene,Critical,Violation description for 98,2024-06-02,0,2025-05-08,340.0
99,823,7003,Food Temperature,Critical,Violation description for 99,2025-02-02,1,2025-05-17,104.0
100,366,4214,Equipment Maintenance,Minor,Violation description for 100,2024-06-26,1,2025-05-12,320.0
101,659,6704,Documentation,Minor,Violation description for 101,2024-09-21,1,,
102,86,7568,Sanitation,Serious,Violation description for 102,2024-07-04,1,2025-05-29,329.0
103,915,7582,Food Temperature,Critical,Violation description for 103,2024-06-24,0,2025-05-07,317.0
104,679,5008,Sanitation,Serious,Violation description for 104,2024-10-14,1,2025-05-11,209.0
105,68,7184,Employee Hygiene,Critical,Violation description for 105,2024-08-07,1,2025-05-16,282.0
106,946,5597,Food Temperature,Critical,Violation description for 106,2024-07-11,1,2025-05-09,302.0
107,851,8943,Sanitation,Critical,Violation description for 107,2024-08-21,0,2025-05-22,274.0
108,915,6975,Food Temperature,Minor,Violation description for 108,2025-03-01,0,2025-05-25,85.0
109,241,4091,Cross Contamination,Minor,Violation description for 109,2025-03-25,0,2025-05-09,45.0
110,379,5820,Equipment Maintenance,Critical,Violation description for 110,2024-08-21,0,,
111,332,4337,Sanitation,Serious,Violation description for 111,2024-07-06,1,2025-05-13,311.0
112,120,6553,Documentation,Minor,Violation description for 112,2024-09-08,1,2025-05-11,245.0
113,477,5617,Equipment Maintenance,Minor,Violation description for 113,2025-01-24,1,,
114,955,5003,Food Temperature,Critical,Violation description for 114,2024-09-23,1,,
115,96,6666,Food Storage,Critical,Violation description for 115,2025-04-16,0,2025-05-16,30.0
116,812,6895,Sanitation,Minor,Violation description for 116,2024-12-11,0,2025-05-14,154.0
117,836,7756,Food Storage,Critical,Violation description for 117,2024-07-05,1,2025-05-06,305.0
118,362,6260,Employee Hygiene,Serious,Violation description for 118,2024-10-01,0,,
119,411,4619,Sanitation,Serious,Violation description for 119,2025-02-27,1,2025-05-08,70.0
120,358,1109,Sanitation,Minor,Violation description for 120,2025-01-01,1,2025-05-14,133.0
121,796,9614,Equipment Maintenance,Serious,Violation description for 121,2024-12-25,1,2025-05-03,129.0
122,932,8467,Sanitation,Serious,Violation description for 122,2024-12-23,1,2025-05-01,129.0
123,629,297,Cross Contamination,Serious,Violation description for 123,2024-12-18,1,2025-05-15,148.0
124,610,7359,Documentation,Critical,Violation description for 124,2025-05-22,1,2025-05-18,-4.0
125,303,9861,Equipment Maintenance,Critical,Violation description for 125,2024-12-14,1,,
126,428,5818,Documentation,Minor,Violation description for 126,2025-01-19,0,2025-05-05,106.0
127,227,5945,Pest Control,Serious,Violation description for 127,2025-04-17,0,2025-05-03,16.0
128,590,892,Cross Contamination,Serious,Violation description for 128,2025-04-03,0,,
129,721,2039,Sanitation,Serious,Violation description for 129,2024-07-29,0,2025-05-05,280.0
130,183,7143,Equipment Maintenance,Critical,Violation description for 130,2025-04-04,1,2025-05-19,45.0
131,431,3298,Documentation,Serious,Violation description for 131,2024-11-24,1,,
132,482,6039,Sanitation,Minor,Violation description for 132,2025-05-08,0,2025-05-12,4.0
133,596,100,Sanitation,Critical,Violation description for 133,2024-06-02,0,2025-04-30,332.0
134,290,7471,Documentation,Critical,Violation description for 134,2025-01-12,0,,
135,172,2924,Food Storage,Serious,Violation description for 135,2024-07-03,0,,
136,662,4485,Employee Hygiene,Critical,Violation description for 136,2024-07-21,1,,
137,916,5917,Employee Hygiene,Serious,Violation description for 137,2025-05-12,0,2025-05-08,-4.0
138,132,4715,Equipment Maintenance,Serious,Violation description for 138,2025-01-15,1,2025-05-01,106.0
139,641,372,Documentation,Critical,Violation description for 139,2024-10-16,1,2025-05-23,219.0
140,882,8379,Sanitation,Serious,Violation description for 140,2025-02-22,0,,
141,40,3533,Equipment Maintenance,Minor,Violation description for 141,2024-06-17,1,,
142,358,8168,Documentation,Minor,Violation description for 142,2024-12-26,1,,
143,972,337,Pest Control,Critical,Violation description for 143,2024-11-11,1,,
144,646,8718,Employee Hygiene,Minor,Violation description for 144,2024-07-09,1,2025-05-23,318.0
145,859,20,Pest Control,Critical,Violation description for 145,2024-12-04,1,,
146,164,3232,Food Temperature,Critical,Violation description for 146,2024-10-18,1,,
147,577,2619,Pest Control,Serious,Violation description for 147,2024-10-19,0,2025-05-07,200.0
148,683,7878,Equipment Maintenance,Serious,Violation description for 148,2024-09-09,1,2025-05-07,240.0
149,71,4778,Equipment Maintenance,Serious,Violation description for 149,2024-12-13,0,2025-05-10,148.0
150,555,7008,Cross Contamination,Critical,Violation description for 150,2025-02-14,1,,
151,103,6411,Food Temperature,Minor,Violation description for 151,2024-12-10,1,2025-05-08,149.0
152,884,7332,Cross Contamination,Minor,Violation description for 152,2025-02-05,1,2025-05-04,88.0
153,609,4861,Sanitation,Minor,Violation description for 153,2024-07-16,1,2025-05-17,305.0
154,840,3743,Equipment Maintenance,Critical,Violation description for 154,2024-11-21,1,,
155,497,4451,Documentation,Critical,Violation description for 155,2024-06-01,0,2025-05-16,349.0
156,694,9473,Documentation,Serious,Violation description for 156,2025-04-18,1,2025-05-10,22.0
157,433,2978,Employee Hygiene,Serious,Violation description for 157,2025-01-29,0,,
158,910,1649,Employee Hygiene,Serious,Violation description for 158,2025-05-17,1,2025-05-17,0.0
159,73,1194,Sanitation,Serious,Violation description for 159,2024-09-24,1,,
160,227,2071,Pest Control,Serious,Violation description for 160,2025-03-04,1,,
161,675,9174,Documentation,Minor,Violation description for 161,2025-02-04,1,2025-05-12,97.0
162,161,2329,Food Storage,Minor,Violation description for 162,2025-02-21,1,2025-05-02,70.0
163,127,7502,Food Temperature,Minor,Violation description for 163,2024-11-03,0,,
164,914,9661,Food Temperature,Minor,Violation description for 164,2025-02-06,0,2025-05-07,90.0
165,763,3029,Cross Contamination,Minor,Violation description for 165,2024-07-27,0,,
166,529,2463,Food Temperature,Critical,Violation description for 166,2024-10-14,0,2025-05-28,226.0
167,197,8669,Food Temperature,Minor,Violation description for 167,2024-08-15,1,2025-05-01,259.0
168,483,2357,Sanitation,Critical,Violation description for 168,2024-10-05,0,2025-05-03,210.0
169,152,7927,Food Storage,Minor,Violation description for 169,2024-08-08,1,2025-05-26,291.0
170,991,3526,Pest Control,Critical,Violation description for 170,2024-11-08,0,2025-05-04,177.0
171,135,8969,Food Storage,Serious,Violation description for 171,2024-07-04,1,2025-05-03,303.0
172,922,2807,Pest Control,Critical,Violation description for 172,2024-08-12,0,2025-05-21,282.0
173,460,8868,Sanitation,Serious,Violation description for 173,2025-04-11,0,,
174,72,665,Food Temperature,Serious,Violation description for 174,2025-01-03,0,,
175,606,3895,Cross Contamination,Critical,Violation description for 175,2024-09-19,0,2025-05-06,229.0
176,682,9913,Pest Control,Minor,Violation description for 176,2024-09-23,1,2025-05-15,234.0
177,426,793,Food Temperature,Serious,Violation description for 177,2024-11-10,1,2025-05-01,172.0
178,467,9409,Equipment Maintenance,Serious,Violation description for 178,2024-09-22,1,2025-05-26,246.0
179,267,2238,Food Temperature,Minor,Violation description for 179,2025-02-11,0,2025-05-21,99.0
180,437,6134,Cross Contamination,Serious,Violation description for 180,2024-12-28,0,2025-05-01,124.0
181,764,8561,Cross Contamination,Minor,Violation description for 181,2024-08-18,1,2025-05-11,266.0
182,198,4138,Food Storage,Critical,Violation description for 182,2025-05-04,0,2025-05-07,3.0
183,318,7361,Food Temperature,Critical,Violation description for 183,2024-10-29,1,,
184,279,2961,Sanitation,Serious,Violation description for 184,2025-02-20,1,2025-05-21,90.0
185,761,565,Documentation,Minor,Violation description for 185,2024-10-30,1,2025-04-30,182.0
186,471,4658,Equipment Maintenance,Minor,Violation description for 186,2025-02-07,1,,
187,739,1878,Food Storage,Minor,Violation description for 187,2025-05-16,0,,
188,429,1052,Equipment Maintenance,Serious,Violation description for 188,2025-02-26,1,2025-05-12,75.0
189,579,8449,Pest Control,Serious,Violation description for 189,2025-01-30,0,,
190,598,4968,Food Temperature,Critical,Violation description for 190,2024-08-02,0,2025-05-25,296.0
191,791,3517,Documentation,Critical,Violation description for 191,2025-01-05,1,,
192,500,7196,Equipment Maintenance,Critical,Violation description for 192,2024-09-28,0,,
193,971,9441,Documentation,Minor,Violation description for 193,2024-06-04,0,2025-05-26,356.0
194,309,4571,Cross Contamination,Serious,Violation description for 194,2024-11-09,1,2025-05-03,175.0
195,504,3498,Food Temperature,Minor,Violation description for 195,2025-03-24,1,,
196,493,6463,Equipment Maintenance,Critical,Violation description for 196,2025-01-05,0,2025-05-05,120.0
197,535,8283,Food Storage,Serious,Violation description for 197,2025-02-22,0,2025-05-18,85.0
198,947,67,Equipment Maintenance,Minor,Violation description for 198,2024-10-26,0,2025-05-20,206.0
199,216,7011,Food Storage,Minor,Violation description for 199,2024-08-10,0,2025-05-10,273.0
200,671,4362,Food Temperature,Serious,Violation description for 200,2024-11-15,0,2025-05-25,191.0
201,228,6269,Employee Hygiene,Critical,Violation description for 201,2025-04-08,1,2025-05-05,27.0
202,100,7070,Equipment Maintenance,Critical,Violation description for 202,2025-04-02,1,2025-05-24,52.0
203,765,5468,Sanitation,Critical,Violation description for 203,2024-07-04,0,2025-05-21,321.0
204,54,5524,Food Temperature,Serious,Violation description for 204,2024-07-09,0,2025-05-02,297.0
205,999,8410,Food Storage,Minor,Violation description for 205,2024-06-25,0,,
206,477,2464,Employee Hygiene,Minor,Violation description for 206,2024-07-24,1,2025-05-27,307.0
207,6,213,Equipment Maintenance,Minor,Violation description for 207,2024-11-04,1,2025-05-10,187.0
208,13,5954,Equipment Maintenance,Serious,Violation description for 208,2025-05-08,1,2025-05-28,20.0
209,428,5129,Equipment Maintenance,Serious,Violation description for 209,2025-04-30,0,2025-05-15,15.0
210,226,7360,Equipment Maintenance,Critical,Violation description for 210,2024-11-04,1,2025-05-10,187.0
211,518,5978,Employee Hygiene,Critical,Violation description for 211,2024-12-25,0,,
212,7,7380,Equipment Maintenance,Minor,Violation description for 212,2024-06-21,0,,
213,676,7374,Employee Hygiene,Minor,Violation description for 213,2025-03-17,1,2025-05-24,68.0
214,442,553,Cross Contamination,Minor,Violation description for 214,2025-03-01,0,2025-05-05,65.0
215,189,5429,Pest Control,Minor,Violation description for 215,2025-01-19,0,2025-05-17,118.0
216,769,261,Cross Contamination,Minor,Violation description for 216,2024-07-10,1,2025-05-08,302.0
217,881,5800,Pest Control,Critical,Violation description for 217,2025-03-03,1,2025-05-06,64.0
218,952,6096,Documentation,Minor,Violation description for 218,2025-02-16,0,2025-05-09,82.0
219,392,2535,Employee Hygiene,Critical,Violation description for 219,2024-06-15,1,2025-05-16,335.0
220,527,5070,Food Temperature,Serious,Violation description for 220,2025-04-26,0,,
221,135,5378,Pest Control,Critical,Violation description for 221,2025-03-13,0,,
222,89,6791,Sanitation,Critical,Violation description for 222,2025-05-16,0,2025-05-19,3.0
223,388,9012,Pest Control,Serious,Violation description for 223,2024-09-10,1,2025-05-03,235.0
224,742,8473,Cross Contamination,Critical,Violation description for 224,2025-03-26,0,2025-05-06,41.0
225,411,5688,Pest Control,Critical,Violation description for 225,2025-03-13,1,2025-05-02,50.0
226,641,8460,Pest Control,Serious,Violation description for 226,2025-03-11,0,2025-04-30,50.0
227,898,4325,Pest Control,Minor,Violation description for 227,2024-11-05,1,,
228,300,9278,Cross Contamination,Serious,Violation description for 228,2025-05-16,1,2025-05-05,-11.0
229,866,8672,Employee Hygiene,Serious,Violation description for 229,2024-09-17,0,,
230,88,4139,Documentation,Serious,Violation description for 230,2025-04-25,1,2025-05-27,32.0
231,676,1111,Employee Hygiene,Minor,Violation description for 231,2025-05-16,1,,
232,288,5558,Employee Hygiene,Critical,Violation description for 232,2024-11-16,1,,
233,163,6452,Cross Contamination,Minor,Violation description for 233,2024-12-24,1,2025-05-09,136.0
234,73,5360,Equipment Maintenance,Serious,Violation description for 234,2024-10-12,0,2025-05-15,215.0
235,982,9606,Employee Hygiene,Critical,Violation description for 235,2024-12-16,1,2025-05-22,157.0
236,28,5670,Food Storage,Serious,Violation description for 236,2024-10-02,0,2025-05-08,218.0
237,218,8532,Sanitation,Serious,Violation description for 237,2024-09-16,0,2025-05-07,233.0
238,564,6780,Sanitation,Minor,Violation description for 238,2024-12-31,0,,
239,189,7551,Cross Contamination,Critical,Violation description for 239,2025-05-17,0,2025-05-26,9.0
240,743,7723,Sanitation,Critical,Violation description for 240,2025-05-10,1,2025-05-23,13.0
241,948,4853,Cross Contamination,Serious,Violation description for 241,2025-01-17,1,2025-05-23,126.0
242,581,228,Employee Hygiene,Minor,Violation description for 242,2025-05-10,0,2025-05-03,-7.0
243,967,371,Food Storage,Serious,Violation description for 243,2025-01-24,1,,
244,990,763,Cross Contamination,Critical,Violation description for 244,2024-09-22,1,2025-05-06,226.0
245,537,8627,Employee Hygiene,Critical,Violation description for 245,2024-09-27,0,2025-05-26,241.0
246,847,2929,Sanitation,Minor,Violation description for 246,2024-12-06,0,2025-05-06,151.0
247,783,9134,Food Storage,Critical,Violation description for 247,2025-04-28,0,2025-05-10,12.0
248,347,6911,Food Temperature,Minor,Violation description for 248,2024-07-12,0,,
249,382,5854,Pest Control,Minor,Violation description for 249,2024-07-20,0,2025-05-26,310.0
250,496,1245,Documentation,Serious,Violation description for 250,2025-02-23,0,2025-05-13,79.0
251,202,745,Documentation,Minor,Violation description for 251,2024-06-14,0,2025-05-24,344.0
252,903,8625,Documentation,Serious,Violation description for 252,2025-02-28,1,,
253,554,2894,Food Temperature,Serious,Violation description for 253,2024-11-02,0,2025-05-05,184.0
254,815,4664,Documentation,Minor,Violation description for 254,2025-05-15,0,2025-05-11,-4.0
255,444,3121,Pest Control,Minor,Violation description for 255,2024-10-13,0,2025-05-01,200.0
256,392,1027,Equipment Maintenance,Minor,Violation description for 256,2025-03-25,1,2025-05-21,57.0
257,30,1931,Food Storage,Critical,Violation description for 257,2025-03-05,1,2025-05-27,83.0
258,385,5817,Food Storage,Serious,Violation description for 258,2024-11-21,1,2025-05-08,168.0
259,266,2421,Documentation,Serious,Violation description for 259,2024-12-31,1,2025-05-03,123.0
260,858,3748,Employee Hygiene,Serious,Violation description for 260,2024-10-24,1,2025-05-14,202.0
261,73,1012,Food Temperature,Serious,Violation description for 261,2024-06-28,0,2025-05-17,323.0
262,632,5161,Sanitation,Serious,Violation description for 262,2024-07-02,1,2025-05-01,303.0
263,786,2322,Pest Control,Critical,Violation description for 263,2025-03-08,1,2025-05-29,82.0
264,341,3903,Cross Contamination,Serious,Violation description for 264,2025-05-14,1,2025-05-26,12.0
265,703,5754,Pest Control,Serious,Violation description for 265,2024-11-11,0,2025-05-26,196.0
266,727,427,Food Storage,Critical,Violation description for 266,2025-02-13,1,2025-05-14,90.0
267,868,5181,Employee Hygiene,Serious,Violation description for 267,2024-09-25,0,2025-05-07,224.0
268,191,2520,Food Temperature,Minor,Violation description for 268,2024-08-15,0,,
269,473,1186,Food Temperature,Critical,Violation description for 269,2024-09-27,0,2025-05-03,218.0
270,856,5734,Sanitation,Critical,Violation description for 270,2024-11-12,1,,
271,372,560,Employee Hygiene,Serious,Violation description for 271,2025-05-14,0,,
272,155,4834,Employee Hygiene,Minor,Violation description for 272,2024-10-10,0,2025-05-02,204.0
273,912,8761,Sanitation,Minor,Violation description for 273,2024-10-30,0,,
274,525,5668,Pest Control,Serious,Violation description for 274,2024-07-06,1,,
275,840,340,Documentation,Critical,Violation description for 275,2025-02-15,1,2025-05-06,80.0
276,586,8119,Food Temperature,Minor,Violation description for 276,2025-02-27,1,2025-05-27,89.0
277,216,1349,Food Temperature,Critical,Violation description for 277,2024-12-29,1,,
278,624,2682,Employee Hygiene,Serious,Violation description for 278,2025-01-29,0,2025-05-24,115.0
279,547,8127,Equipment Maintenance,Serious,Violation description for 279,2025-04-30,0,2025-05-07,7.0
280,59,8270,Sanitation,Minor,Violation description for 280,2024-06-20,1,2025-05-20,334.0
281,852,4456,Cross Contamination,Minor,Violation description for 281,2024-07-02,1,2025-05-12,314.0
282,177,5329,Sanitation,Serious,Violation description for 282,2025-03-08,1,,
283,668,6868,Cross Contamination,Serious,Violation description for 283,2024-07-26,1,,
284,316,5718,Sanitation,Serious,Violation description for 284,2025-05-18,0,2025-05-10,-8.0
285,304,8808,Documentation,Serious,Violation description for 285,2024-11-13,1,2025-05-27,195.0
286,758,2828,Employee Hygiene,Minor,Violation description for 286,2024-07-11,1,2025-05-15,308.0
287,407,2473,Employee Hygiene,Serious,Violation description for 287,2024-09-12,0,,
288,929,340,Sanitation,Minor,Violation description for 288,2024-07-29,0,2025-05-23,298.0
289,634,1167,Employee Hygiene,Serious,Violation description for 289,2024-12-17,0,2025-05-27,161.0
290,68,4104,Pest Control,Critical,Violation description for 290,2025-05-25,1,2025-05-27,2.0
291,369,1118,Cross Contamination,Serious,Violation description for 291,2024-11-30,0,2025-05-12,163.0
292,148,3378,Cross Contamination,Critical,Violation description for 292,2025-01-09,1,2025-05-13,124.0
293,355,2097,Employee Hygiene,Critical,Violation description for 293,2024-11-23,1,2025-05-29,187.0
294,592,8225,Employee Hygiene,Critical,Violation description for 294,2024-09-21,1,,
295,370,8707,Equipment Maintenance,Critical,Violation description for 295,2024-09-19,1,,
296,476,6007,Cross Contamination,Serious,Violation description for 296,2024-08-28,0,2025-05-25,270.0
297,632,1106,Equipment Maintenance,Critical,Violation description for 297,2024-11-09,0,2025-05-18,190.0
298,771,6481,Documentation,Minor,Violation description for 298,2024-07-13,1,,
299,129,8859,Employee Hygiene,Minor,Violation description for 299,2025-02-02,0,2025-05-08,95.0
300,246,9742,Food Temperature,Critical,Violation description for 300,2024-10-25,0,2025-05-25,212.0
301,534,4077,Equipment Maintenance,Critical,Violation description for 301,2024-11-09,1,2025-05-15,187.0
302,577,4872,Food Storage,Minor,Violation description for 302,2024-07-29,0,2025-05-11,286.0
303,490,2058,Equipment Maintenance,Critical,Violation description for 303,2024-10-03,0,2025-05-16,225.0
304,521,7970,Employee Hygiene,Critical,Violation description for 304,2025-03-09,0,2025-05-05,57.0
305,461,3525,Employee Hygiene,Critical,Violation description for 305,2024-07-07,1,,
306,775,8208,Documentation,Serious,Violation description for 306,2025-03-31,0,2025-05-09,39.0
307,839,5580,Employee Hygiene,Serious,Violation description for 307,2025-01-22,1,2025-05-03,101.0
308,727,5519,Equipment Maintenance,Critical,Violation description for 308,2025-04-26,0,,
309,195,1023,Cross Contamination,Critical,Violation description for 309,2024-12-02,0,2025-05-22,171.0
310,277,2590,Food Temperature,Critical,Violation description for 310,2024-09-27,0,2025-05-18,233.0
311,136,2011,Cross Contamination,Serious,Violation description for 311,2024-11-10,0,,
312,614,7402,Employee Hygiene,Critical,Violation description for 312,2024-05-30,1,2025-05-04,339.0
313,61,4174,Employee Hygiene,Serious,Violation description for 313,2024-11-03,0,,
314,130,2343,Documentation,Critical,Violation description for 314,2025-04-23,1,2025-05-21,28.0
315,221,1825,Food Storage,Serious,Violation description for 315,2025-04-03,0,,
316,343,1318,Employee Hygiene,Critical,Violation description for 316,2024-06-30,1,,
317,472,4168,Equipment Maintenance,Serious,Violation description for 317,2024-08-18,1,2025-05-23,278.0
